Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20180201,HN,HIGHER EDUCATION,HN 0206,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, CITYWIDE",C,2019,0,22788801,28262000,23164000
20180201,HN,HIGHER EDUCATION,HN K250,"KINGSBOROUGH COMMUNITY COLLEGE, BROOKLYN",C,2019,463734,0,0,0
20180201,HN,HIGHER EDUCATION,HN K300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, BROOKLYN",C,2019,256219,0,0,0
20180201,HN,HIGHER EDUCATION,HN M300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, MANHATTAN",C,2019,0,109087,0,0
20180201,HN,HIGHER EDUCATION,HN Q004,"COMMUNITY COLLEGES' IMPROVEMENTS, QUEENS",C,2019,1998752,0,0,0
20180201,HN,HIGHER EDUCATION,HN Q300,"CONSTRUCTION, IMPROVEMENTS TO CUNY SENIOR COLLEGES AND LAW SCHOOLS, QN",C,2019,2411933,0,0,0
20180201,HN,HIGHER EDUCATION,HN R001,"SITE ACQUISITION, CONSTRUCTION, RECONSTRUCTION, IMPROVEMENTS, COMPREHE",C,2019,0,0,0,8958
20180201,HN,HIGHER EDUCATION,HN X300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, THE BRONX",C,2019,92487,6000,0,0
20180201,HO,HEALTH & HOSPITALS CORP.,HO 0214,"HOSPITALS, IMPROVEMENTS",F,2019,0,152636939,347654000,318745000
20180201,HO,HEALTH & HOSPITALS CORP.,HO 0390,PURCHASE OF EQUIPMENT HHC FUNDS.,C,2019,205,0,0,0
20180201,HO,HEALTH & HOSPITALS CORP.,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",C,2019,0,23537400,33075000,59220000
20180201,HO,HEALTH & HOSPITALS CORP.,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",F,2019,476349,0,0,0
20180201,HO,HEALTH & HOSPITALS CORP.,HO 0412,CONSTRUCT EMS STATION,C,2019,7713000,6136000,2000000,0
20180201,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,C,2019,190330,98000,100000,0
20180201,HR,HUMAN RESOURCES,HR 0110,PRIVATE BRANCH EXCHANGE,C,2019,218633,624000,635000,0
20180201,HR,HUMAN RESOURCES,HR 0110,PRIVATE BRANCH EXCHANGE,F,2019,84702,421000,428000,0
20180201,HR,HUMAN RESOURCES,HR 0110,PRIVATE BRANCH EXCHANGE,S,2019,0,112113,234000,0
20180201,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,C,2019,14602760,0,0,0
20180201,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,F,2019,3486421,0,0,0
20180201,HR,HUMAN RESOURCES,HR MN128,"THE DOE FUND, INC.",C,2019,1000,0,0,0
20180201,HR,HUMAN RESOURCES,HR MN833,CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES,C,2019,0,0,274,0
20180201,HR,HUMAN RESOURCES,HR MN890,THE AFTER SCHOOL CORPORATION.,C,2019,121,0,0,0
20180201,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",C,2019,0,0,42354143,10950000
20180201,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",S,2019,5434000,0,600000,0
20180201,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",C,2019,3756315,45819000,117030000,18050000
20180201,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",F,2019,5238297,29746000,1520000,0
20180201,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",C,2019,19900494,28844000,40938000,11358000
20180201,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",F,2019,0,54798146,57014000,45432000
20180201,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",C,2019,83435282,178528000,224263000,49080000
20180201,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",F,2019,0,0,463389,0
20180201,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",S,2019,24437684,19746000,215000,0
20180201,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",C,2019,0,0,16968214,11857000
20180201,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",C,2019,0,38286496,18168000,54000000
20180201,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",F,2019,865000,12969000,4286000,0
20180201,HW,HIGHWAYS,HW 0002M,"RESURFACING OF STREETS, MANHATTAN",C,2019,47814644,7810000,7810000,7966000
20180201,HW,HIGHWAYS,HW 0002Q,"RESURFACING OF STREETS, QUEENS",C,2019,8173234,0,0,0
20180201,HW,HIGHWAYS,HW 0002R,"RESURFACING OF STREETS, STATEN ISLAND",C,2019,2867609,0,0,0
20180201,HW,HIGHWAYS,HW 0003,IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES,C,2019,9017951,110787000,3033000,11219000
20180201,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,C,2019,6477882,6640000,0,0
20180201,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,P,2019,20999,0,0,0
20180201,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,C,2019,211656433,114977000,111237000,111222000
20180201,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,F,2019,0,0,133976,0
20180201,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,P,2019,11751569,11062000,11062000,11062000
20180201,HW,HIGHWAYS,HW 0211,REHABILITATION OF STEP STREETS,C,2019,0,0,2661499,0
20180201,HW,HIGHWAYS,HW 0274,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",C,2019,8418698,20640000,0,0
20180201,HW,HIGHWAYS,HW 0299,"GRADE, PAVE, ETC. RICHMOND HILL ROAD, ETC.",C,2019,0,2802998,0,0
20180201,HW,HIGHWAYS,HW 0348,"ENGR., ARCH., ADMIN. COSTS FOR HIGHWAY OPERATIONS CAPITAL PROJECTS",C,2019,20795490,5200000,3800000,4000000
20180201,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,C,2019,144315446,119866000,119437000,121787000
20180201,HW,HIGHWAYS,HW 0384,"REHABILITATION OF THE 47TH AND 49TH STREET BRIDGES, QUEENS",C,2019,0,0,200000,0
20180201,HW,HIGHWAYS,HW 0411,"GRADE, PAVE, ETC. 94TH STREET, ETC.",C,2019,904049,0,0,0
20180201,HW,HIGHWAYS,HW 0614,"RECONSTRUCTION OF BERGEN AVE & STS IN VIC OF AVE T & E71, BKLYN",C,2019,986443,0,0,0
20180201,HW,HIGHWAYS,HW 0710,RECONSTRUCTION OF PELHAM PARKWAY,C,2019,2134951,0,0,0
20180201,HW,HIGHWAYS,HW 0724,"RECONSTRUCTION OF BROOKVILLE BOULEVARD, QUEENS",C,2019,1000400,0,0,0
20180201,HW,HIGHWAYS,HW 0788,"RECONSTRUCTION OF 11TH STREET, QUEENS",C,2019,0,28474500,0,0
20180201,HW,HIGHWAYS,HW 0788,"RECONSTRUCTION OF 11TH STREET, QUEENS",F,2019,0,1920000,0,0
20180201,HW,HIGHWAYS,HW 0796,"RECONSTRUCTION OF SCHENCK AVENUE, BROOKLYN",C,2019,0,160000,0,0
20180201,HW,HIGHWAYS,HW 0796,"RECONSTRUCTION OF SCHENCK AVENUE, BROOKLYN",F,2019,0,4000000,0,0
20180201,HW,HIGHWAYS,HW 0876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",C,2019,579574,0,0,0
20180201,HW,HIGHWAYS,HW 0890,"RECONSTRUCTION OF WOODROW ROAD, STATEN ISLAND",C,2019,14173814,0,0,0
20180201,HW,HIGHWAYS,HW 0919,"RECONSTRUCTION OF BLOOMINGDALE ROAD, STATEN ISLAND",C,2019,598293,33717000,0,0
20180201,HW,HIGHWAYS,HW 0972,"RECONSTRUCTION OF BAYVIEW AVENUE, ETC., BROOKLYN",C,2019,0,181999,0,0
20180201,HW,HIGHWAYS,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",C,2019,12088662,22145000,17671000,1867000
20180201,HW,HIGHWAYS,HW 1129,"RECONSTRUCT NOSTRAND AVE.,FLUSHING TO ATLANTIC AVES,BROOKLYN.",C,2019,4354,0,0,0
20180201,HW,HIGHWAYS,HW 1132,"RECONSTRUCTION OF MCLEAN AVENUE, STATEN ISLAND",C,2019,2556999,0,0,0
20180201,HW,HIGHWAYS,HW 1140,"RECONST. ARTHUR KILL RD., W/O BLOOMNGDALE RD. TO BENTLEY ST., S.I.",C,2019,0,3660000,0,0
20180201,HW,HIGHWAYS,HW 1148,"RECONSTRUCT JEWEL STREET AREA, BROOKLYN",C,2019,0,0,0,0
20180201,HW,HIGHWAYS,HW 1153,DOWNTOWN BROOKLYN REHABILIATATION,C,2019,269999,0,0,0
20180201,HW,HIGHWAYS,HW 1666,"RECONSTRUCTION OF TIMES / DUFFY SQUARE AREA, MANHATTAN",C,2019,120260,0,0,0
20180201,HW,HIGHWAYS,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",C,2019,0,3977,0,0
20180201,HW,HIGHWAYS,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",F,2019,0,6734573,5619000,0
20180201,HW,HIGHWAYS,HW 1672,GRAND CONCOURSE- LOU GEHRIG PLAZA,C,2019,504734,0,0,0
20180201,HW,HIGHWAYS,HW 1682,"RECONSTRUCTION OF MIDLAND AVENUE, STATEN ISLAND",C,2019,0,500000,0,0
20180201,P,PARKS,P  1246,HUDSON RIVER TRUST,C,2019,0,29100000,0,0
20180201,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",C,2019,72329366,48843000,103231000,15295000
20180201,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",S,2019,6701669,0,835000,0
20180201,HW,HIGHWAYS,HW Q001,"CON & RECON OF HWYS & STS, QUEENS",C,2019,0,420,0,0
20180201,HW,HIGHWAYS,HW R005,"GRADE, REGULATE AND PAVE VARIOUS STREETS, STATEN ISLAND",C,2019,111211,500000,154000,0
20180201,HW,HIGHWAYS,HW R200,"SIDEWALK CONSTRUCTION, STATEN ISLAND",C,2019,262,0,0,0
20180201,L,NEW YORK RESEARCH LIBRARY,L  0103,"RECONSTRUCTION, ETC., RESEARCH LIBRARY BUILDINGS, VARIOUS LOC., MANH.",C,2019,799302,0,0,0
20180201,LB,BROOKLYN PUBLIC LIBRARY,LB 0104,"CONSTRUCTION, SITE ACQUISITION AND F&E TO BRANCH LIBRARIES, BROOKLYN",C,2019,0,23311635,6701000,15698000
20180201,LB,BROOKLYN PUBLIC LIBRARY,LB K001,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, BKLYN",C,2019,116497,0,55000,0
20180201,LN,NEW YORK PUBLIC LIBRARY,LN 0008,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",C,2019,22539288,21078000,16442000,15913000
20180201,LN,NEW YORK PUBLIC LIBRARY,LN 0101M,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",C,2019,0,0,0,0
20180201,LN,NEW YORK PUBLIC LIBRARY,LN 0101M,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",E,2019,4000,0,0,0
20180201,LN,NEW YORK PUBLIC LIBRARY,LN R001,"CONSTRUCTION, SITE AQUISITION AND F&E TO BRANCH LIBRARIES, S.I.",C,2019,14693,0,0,0
20180201,LN,NEW YORK PUBLIC LIBRARY,LN X001,"CONSTRUCTION, SITE AQUISITION AND F&E TO BRANCH LIBRARIES, THE BRONX",C,2019,847118,350000,0,0
20180201,LQ,QUEENS BOROUGH PUB. LIB.,LQ 0122,"IMPROVEMENT OF BRANCHES INCLUDING FURNITURE AND EQUIPMENT, QUEENS",C,2019,37256469,14098000,17984000,17424000
20180201,P,PARKS,P  0056,ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS,C,2019,1277000,1277000,0,0
20180201,P,PARKS,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",C,2019,9956830,64177000,0,0
20180201,P,PARKS,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",F,2019,2653297,44000,0,0
20180201,P,PARKS,P  0245Q,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2019,32561598,177916000,1035000,0
20180201,P,PARKS,P  0245X,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRONX",C,2019,11396000,5522000,2716000,234000
20180201,P,PARKS,P  0412,"PROSPECT PARK, IMPROVEMENTS",C,2019,0,0,0,0
20180201,P,PARKS,P  0412,"PROSPECT PARK, IMPROVEMENTS",S,2019,168,0,0,0
20180201,P,PARKS,P  0475,"EAST RIVER PARK, IMPROVEMENT",C,2019,394,0,0,0
20180201,P,PARKS,P  0475,"EAST RIVER PARK, IMPROVEMENT",S,2019,24,0,0,0
20180201,P,PARKS,P  0715,"ORCHARD BEACH, EXPANSION",C,2019,0,18083985,2070000,0
20180201,P,PARKS,P  0819,"MCCARREN PARK, RENOVATION AND IMPROVEMENTS",C,2019,3135129,0,0,0
20180201,P,PARKS,P  0822,"STREET AND PARK TREE PLANTING, CITYWIDE",C,2019,55788965,33985000,22917000,6778000
20180201,P,PARKS,P  0839,DEVELOPMENT OF WATERFRONT PARK IN WILLIAMSBURG AND GREENPOINT,C,2019,15925211,14628000,702000,0
20180201,P,PARKS,P  0887,"CITY ZOOS, CITYWIDE",C,2019,5874695,2003000,1106000,799000
20180201,P,PARKS,P  0931,"COMMUNICATION SYSTEM DEVELOPMENT, CITY-WIDE",C,2019,199667,163000,166000,169000
20180201,P,PARKS,P  0933,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF PARKS AND RECREATION,C,2019,10679284,15585000,16037000,15988000
20180201,P,PARKS,P  0950,COMPUTER EQUIPMENT,C,2019,0,5361678,4006000,4583000
20180201,P,PARKS,P  1008,"RECONST., INTERMEDIATE POOLS, EQUIPMENT, AND BATHHOUSES",C,2019,0,0,0,0
20180201,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",C,2019,608460151,390457000,151167000,33135000
20180201,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",F,2019,0,7206239,0,0
20180201,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",P,2019,6087661,0,0,0
20180201,P,PARKS,P  1239,"RECON. LINDEN PLAZA/ROBERT VENEBLE PARK, BROOKLYN",C,2019,0,93,0,0
20180201,P,PARKS,P  1249,"CONSTRUCTION & RECONSTRUCTION OF ROOFING SYSTEMS, CITYWIDE",C,2019,0,330569,1454000,1483000
20180201,P,PARKS,P  1250,"RECONSTRUCTION/REPLACEMENT OF BOILERS, CITYWIDE",C,2019,4475019,4964000,5075000,5197000
20180201,P,PARKS,P  1300,"IMPROVEMENTS TO CENTRAL PARK, MANHATTAN",C,2019,11604228,6000000,6000000,6000000
20180201,P,PARKS,P  K001,"PROSPECT PARK, IMPROVEMENTS, BROOKLYN",C,2019,400439,5000,0,0
20180201,P,PARKS,P  K011,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",C,2019,0,802474,0,0
20180201,P,PARKS,P  M245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",C,2019,4559040,1400000,0,0
20180201,P,PARKS,P  Q003,"MISCELLANEOUS PARKS, PLAYGROUNDS AND STRUCTURES: QUEENS",C,2019,0,621,0,0
20180201,P,PARKS,P  Q245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2019,0,3583875,2405000,0
20180201,P,PARKS,P  Q771,"FOREST PARK RECONSTRUCTION, QUEENS",C,2019,81,0,0,0
20180201,P,PARKS,P  Q847,"RECONSTRUCTION OF ROY WILKINS PARK, QUEENS",C,2019,799540,0,0,0
20180201,P,PARKS,P  Q938,"EVERGREEN PARK, QUEENS",C,2019,357,0,0,0
20180201,P,PARKS,P  X003,"PURCHASE OF EQUIPMENT FOR THE DEPT. OF PARKS AND RECREATION, THE BRONX",C,2019,1247,0,0,0
20180201,PO,POLICE,PO 0002,"CONSTRUCTION OF A NEW 116th PRECINCT STATION HOUSE, QUEENS",C,2019,66450000,1000000,0,0
20180201,PO,POLICE,PO 0005,"SITE ACQUISITION AND CONS FOR A NEW PROPERTY CLERK FACILITY, QUEENS",C,2019,0,305000000,0,0
20180201,PO,POLICE,PO 0046,ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT,C,2019,38353519,38290000,6500000,10000000
20180201,PO,POLICE,PO 0079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",C,2019,301700940,54771000,14500000,13000000
20180201,PO,POLICE,PO 0111,MARINE LAUNCHES FOR HARBOR UNIT,C,2019,4977921,2225000,2000000,337000
20180201,PO,POLICE,PO 0127,HELICOPTERS,C,2019,0,16500472,0,0
20180201,PO,POLICE,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,C,2019,54234572,21768000,4500000,10290000
20180201,PO,POLICE,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",C,2019,13784489,8263000,6426000,11154000
20180201,PO,POLICE,PO 0187,PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE,C,2019,581278,12167000,1739000,1449000
20180201,PO,POLICE,PO Q185,"PURCHASE AND INSTALLATION OF EQUIPMENT, QUEENS",C,2019,489,0,0,0
20180201,PO,POLICE,PO X079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, THE BRONX",C,2019,3288,0,0,0
20180201,PU,EDP EQUIP & FINANC COSTS,PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",C,2019,81111087,151340000,95368000,87724000
20180201,PU,EDP EQUIP & FINANC COSTS,PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,C,2019,0,0,6842589,7951000
20180201,PU,EDP EQUIP & FINANC COSTS,PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,C,2019,268562725,371914000,304649000,306713000
20180201,PU,EDP EQUIP & FINANC COSTS,PU 0100,CITYWIDE RESILIENCY MEASURES,C,2019,0,256600000,0,0
20180201,PU,EDP EQUIP & FINANC COSTS,PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,C,2019,183322000,49598000,5067000,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0040,FLUSHING TOWN HALL,C,2019,182597,105000,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,C,2019,4000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0103,"EL MUSEO DEL BARRIO, MANHATTAN",C,2019,0,0,402,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2019,140397,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2019,295151,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0205,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS",C,2019,0,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0205,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS",S,2019,2000000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",C,2019,0,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",S,2019,1000000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",C,2019,510000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2019,0,1163977,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2019,974717,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2019,0,22598,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2019,449953,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2019,4079324,6061000,3505000,3500000
20180201,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2019,0,40000,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2019,0,96828,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N019,ALVIN AILEY AMERICAN DANCE THEATER,C,2019,42000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N072,BROOKLYN HISTORICAL SOCIETY,C,2019,0,65659,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N122,"DANCE THEATER OF HARLEM, INC.",C,2019,258000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N195,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",C,2019,0,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N195,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",S,2019,4500000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N219,MANHATTAN CLASS COMPANY INC.,C,2019,747897,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N394,SOUTH STREET SEAPORT MUSEUM,C,2019,0,108000,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N409,SYMPHONY SPACE,C,2019,0,0,14999,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",C,2019,0,0,53057,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N677,BRONX RIVER ART CENTER,C,2019,621622,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N694,SOCIETY OF THE EDUCATIONAL ARTS,C,2019,0,0,236183,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N789,"TOWN HALL FOUNDATION, INC.",C,2019,11374,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N791,"THEATER FOR THE NEW CITY FOUNDATION, INC.",C,2019,59115,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N831,"GINA GIBNEY DANCE, INC.",C,2019,35000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,C,2019,0,63000,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV 0N954,NOBLE MARITIME COLLECTION,C,2019,0,156000,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV K236,"BROOKLYN BOTANIC GARDEN, IMPROVEMENTS",C,2019,911701,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV K264,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",C,2019,636,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV KN053,BILLIE HOLIDAY THEATER,C,2019,471,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV KN072,BROOKLYN HISTORICAL SOCIETY,C,2019,37417,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV KN717,"EYEBEAM, INC.",C,2019,490,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV KN767,"ROOFTOP FILMS, INC",C,2019,101,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV M788,THE 122 COMMUNITY CENTER INC.,C,2019,3550,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN122,"DANCE THEATER OF HARLEM, INC.",C,2019,417,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN255,MANHATTAN NEIGHBORHOOD NETWORK FIREHOUSE,C,2019,0,250,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN256,MANHATTAN THEATER CLUB,C,2019,127,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN329,"PLAYWRIGHTS HORIZONS, INC.",C,2019,143,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN409,SYMPHONY SPACE,C,2019,0,225,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN421,CHILDREN'S MUSEUM OF THE ARTS,C,2019,0,227,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN454,WNYC NEW YORK PUBLIC RADIO,C,2019,121483,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN461,YORK THEATER,C,2019,258,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN612,EAST HARLEM ARTS AND EDUCATION LDC (HECKSCHER BLDG.),C,2019,40000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN772,HOME FOR CONTEMPORARY THEATRE & ART,C,2019,34829,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN789,"TOWN HALL FOUNDATION, INC.",C,2019,35000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN791,"THEATER FOR THE NEW CITY FOUNDATION, INC.",C,2019,13000,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN831,"GINA GIBNEY DANCE, INC.",C,2019,79,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV MN848,METROPOLITAN OPERA GUILD,C,2019,249,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV Q040,FLUSHING TOWN HALL,C,2019,195,0,0,0
20180201,PV,CULTURAL INSTITUTIONS,PV Q050,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",C,2019,841,0,0,0
